id,price,moonRank,💎 score (%),storeURL,Background,Button,Clothing,Earrings,Eyes,Fur,Glasses,Hat,Mouth,Necklace
5879,8.2,6359,27.49,https://solanart.io/nft/2c8s4nuFFEftbfGMUTEiBgo3SA8w67VvAhevtP4h4PDz,Light Red,,Turtle Neck,Solana Silver Stud,Bored Eyes,Brown,Round Glasses,Military Hat,Smile mouth,
5896,11.11,6227,0,https://magiceden.io/item-details/2AcXEcJYnde4YhfHyFt7UFJY63uJrBdEXYSmNWiZKtYB,Solana,,Hoodie Lilac,Cross Silver,Round Eye,White,Wayfarer,Beanie Grey,Sick Mouth,
5919,37,7823,0,https://solanart.io/nft/C5FxQStFW1v9jToLFhdFpJvJvX33mtguqdVxM9fFMWqr,Gold,,Hoodie Aqua,Stud Silver,Bored Eyes,Brown,Clout Goggles,Fisherman Cap,Pizza,
5920,5.5,5405,58.32,https://magiceden.io/item-details/5hPtfmALzu1NmEK6xCXuT5FJ38WcJcv25ieiTXzL1u76,Light Blue,,Hoodie Aqua,Cross Gold,Bored Eyes,Cheetah,Clout Goggles,Military Hat,Smile mouth,
5945,9,5697,22.15,https://magiceden.io/item-details/BZrexeLDDd1td9yXNBpgVXfdB26TUCo4MWnZuCzELr87,Light Yellow,,Hoodie Red,Cross Silver,Round Eye,White,Wayfarer,Wizard Hat,Sick Mouth,
5956,6.5,1826,62.68,https://magiceden.io/item-details/CLnb1zEtiLnxj1DNo6mdCg6sEs3YKmjqUHLyfA7KcjSc,Light Grey,,Hoodie Green,Cross Silver,Closed eyes,Tiger,3d Glasses,Top Hat,Covid Mask Mouth,
5957,14.5,2581,0,https://magiceden.io/item-details/BoxMWnx6S5S2Sf5mwu5WjsVLjWVGVL5cGeX7u6STwyEw,Orange,,Jacket Brown Tee White,Stud Silver,Angry Eyes,Dark Brown,Clubmaster,Curtined Hair,Squigly Mouth,Thugbird Necklace
5962,7.99,8977,19.09,https://magiceden.io/item-details/AuHCXcA8veVVZgqZHikb1yLxqXn28SWX4Gn5mVxdH9bY,Light Red,,Medical Robe,Stud Silver,Angry Eyes,Dark Brown,Clubmaster,Bowl Cut,Sideways Smile Mouth,
5988,4,5695,72.16,https://magiceden.io/item-details/DNxNK8ySUTAhBXakmXSghz6UceCV7zMDpksxtfYdZRAp,Light Red,,Polo Red,Cross Silver,X eyes,Grey,Wayfarer,Fisherman Cap,Smile mouth,SMB Necklace
6024,9.99,4768,15.98,https://magiceden.io/item-details/DFCWHcY51hVyuVmkT3Sa1DopWdKLDoCCkKuWahxzJMAM,Gold,,Robe Lilac,Stud Silver,X eyes,Dark Brown,Clubmaster,Fisherman Cap,Vape,
6052,7.95,4347,38.06,https://magiceden.io/item-details/DRNr4xn4czj7QeotyvJvbGGRWfTJPauZ9Mm47fLCX25S,Light Red,,Toga,Stud Silver,Angry Eyes,Static SR,Clubmaster,Sailor Hat,Insect Mouth,
6094,45,5525,0,https://solanart.io/nft/6HUgGAFxJqQ7PxZwbb5Fnwi2fRYJqXMMdCn57T4fecmQ,Rainbow,,Robe Lilac,Stud Silver,Angry Eyes,Dark Brown,Eye Patch,Wack Donalds Hat,Squigly Mouth,
6098,70,593,0,https://solanart.io/nft/AHPXiSnktZTcrpV5AxNDUwXxBoMwjAD3xZAoY3Ko453k,Light Green,,Hoodie Aqua,Stud Silver,Blue Laser Eyes,Blue,,Beanie Red,Angry Mouth,Degen Ape Necklace
6107,25,1157,0,https://solanart.io/nft/Ddu7ZSVwUFfYBy1nUmZa8PEWHzdzCgy2fbtVB7TmwoZo,Light Blue,,Tie Dye Tee,Stud Gold,Blue Laser Eyes,Blue,,Beanie Red,Angry Mouth,
6132,299,2970,0,https://solanart.io/nft/FgiQNvo8WGmMHvWYZgrg2ryG82Qjf6EruobWpjGmk8RN,Light Red,,Hoodie Black,Stud Silver,Justin Sun Eyes,Dark Brown,,,Sideways Smile Mouth,
6200,11.99,9224,0,https://magiceden.io/item-details/8eiciTL27ZN5R1AFJx4aMZufFkaR8HCbJ2BUodJ9Zjib,Gold,,Medical Robe,Stud Silver,Angry Eyes,Dark Brown,Clubmaster,Blue Visor,Sideways Smile Mouth,
6206,5.69,3897,62.47,https://magiceden.io/item-details/r4eLkyd9jca8BKWcrN6zPwtasUvR6L5BEwsDfh2xMAG,Light Blue,,Hoodie Aqua,Stud Silver,Bored Eyes,Blue,Gucci Glasses,Afro,Angry Mouth,
6242,34,1472,0,https://solanart.io/nft/GNawHg4dBBX2YX3Bhz49Dfyg4n6ukuCiNcMHGdCyzMcb,Light Blue,,Jacket Red White,Stud Silver,Bored Eyes,Brown,Eye Patch,Cowboy Hat Brown,Cute Mouth,Degen Ape Necklace
6257,555,1514,0,https://solanart.io/nft/HrAnjpcEqXBwGx1ebNyqNN6b9MVv8tA2vPZ9f62BMQ7W,Light Grey,,Leather Jacket,Cross Silver,Solana Coin Eyes,Black,Burberry Glasses,Mohawk,Cigarette Mouth,
6293,15,5275,0,https://solanart.io/nft/41GH9RU8A9EjjvMvkYXJXKjJuZpKdCBgFbYhk3YWcScN,Light Blue,,Prison Uniform,Stud Silver,Bored Eyes,Blue,Clout Goggles,Afro,Angry Mouth,
6295,120,4,0,https://solanart.io/nft/5Bb2sctpBvDx4S7KrusTuCjuYVTr68r5SAKNVanTT5Uf,Kalahari,,,Solana Gold Stud,Solana Coin Eyes,Cheetah,,Gold Crown,Zombie Mouth,
6300,20,968,0,https://solanart.io/nft/A6iKdbXsM3SKNM1KGnZHZc38o7GDupCeabzJZDiXAb1E,Light Yellow,,Hoodie Red,Airpods,Robot Eyes,Grey,Wayfarer,Beanie Grey,Straw Mouth,
6301,8.4,9572,12.61,https://magiceden.io/item-details/xpi9beA5cxYDgvXA6yKWEfAcnCVNZt2Wp2PdMFU6eGL,Light Red,,Plain White Tee,Cross Silver,Round Eye,White,Wayfarer,Beanie Blue,Sideways Smile Mouth,
6309,13.37,1587,0,https://magiceden.io/item-details/8aPXVVqDYj1ax24sFGAEbAqyzMYyKRbfp8h9PXFxSesS,Rainbow,,Coffee Apron,,Angry Eyes,Dark Brown,,Lion Mane,Squigly Mouth,
6314,60,8249,0,https://solanart.io/nft/Ee2bKEnjURZjJFHWN8CsyXC27yxFhFhjVSYeGmHsF35Q,Orange,,Jacket All Black,Stud Silver,Red Laser Eyes,Dark Brown,,Military Hat,Smile mouth,
6318,6.01,7339,45.46,https://magiceden.io/item-details/FJk1WYNjwQs46isNbTpUX2idkyXJgiMXkVtRbWqgRmFm,Gold,,Hoodie Yellow,Cross Silver,X eyes,Red,Burberry Glasses,Sailor Hat,Smile mouth,
6324,250,1914,0,https://solanart.io/nft/5KVn18XwmGJvsctpS5yL4zDS6J9ubiG46PeqY3zt6RYM,Light Blue,,Robe Cyan,Stud Silver,Bored Eyes,Blue,Clout Goggles,Cowboy Hat Brown,Angry Mouth,Degen Ape Necklace
6340,7.5,7736,28.97,https://magiceden.io/item-details/9JZxAJugsSifbrdpw4LdJ8K24NWqC5QtTTfKtPpDA4LC,Orange,,Police Uniform,Stud Silver,Angry Eyes,Dark Brown,Clubmaster,Sailor Hat,Tongue Out,
6342,12,2579,4.66,https://magiceden.io/item-details/H29dg4XQB4eKmx9WQ7FuLb1E4jkFpxydE6RrB7cCtY5W,Light Grey,,Hoodie Yellow,Cross Silver,Solana Coin Eyes,Black,Burberry Glasses,Mohawk,Bored Mouth,
6360,120,5,0,https://solanart.io/nft/9gtML17cbgG4N8YZRzimirqcoBQ3mzLHHyNNFzBEjyMB,Kalahari,,Space Suit,,Robot Eyes,Robot,,Stormtrooper Helmet,Robot Mouth,
6361,49,6884,0,https://solanart.io/nft/3V7FjHRDztHFw9EabqbRGDXp8JEXZUkzT8kEH7xV7dSo,Light Yellow,,Polo Yellow,Cross Silver,Round Eye,White,Wayfarer,Santa Hat,Sick Mouth,
6377,8.5,5300,28.74,https://magiceden.io/item-details/DZYpvxherbSNdNhF6qgUDY8bBeKkSBzRroKT8Q7AM9S1,Light Yellow,,Robe Red,Cross Silver,Solana Eyes,Grey,3d Glasses,Beanie Grey,Sick Mouth,
6383,10,6945,7.14,https://magiceden.io/item-details/5VGoQNMAdba3NELB5ejVMo6uktALtDX9ARLZVDPN21rV,Light Red,,Kanedas Jacket,Ruby,X eyes,Black,Burberry Glasses,Backwards Hat,Sideways Smile Mouth,
6474,1200,2,0,https://solanart.io/nft/7NaEQZXgNSVE1Ndb6f4HKSkRmUkLXGB44UFkxLnAQNL9,Kalahari,,Space Suit,,Solana Coin Eyes,Rainbow,,Space Helmet,Fish Mouth,
6481,99.690002,6311,0,https://solanart.io/nft/kqC4crCw7ebCk4p2YrPFkhA2MAZz6aCVgK6n3nxv4Yw,Light Red,,Buttoned Shirt,Cross Silver,Solana Coin Eyes,Black,Burberry Glasses,Backwards Hat,Sideways Smile Mouth,
6493,30,614,0,https://solanart.io/nft/EgVwHHhnNwfNK4XJDhQsYdMx9oWR43h2gvUtaLZLFJHz,Light Red,Ruby,Plain White Tee,,X eyes,Black,,Beats by smile,Sideways Smile Mouth,
6515,15,6999,0,https://solanart.io/nft/HUoENnBJS5WG1hsqWiE41MpqXfhEwNoojgdzDoUPc2Wo,Light Green,,Hoodie White,Stud Silver,Angry Eyes,Dark Brown,Clubmaster,Gatsby Hat,Tongue Out,
6516,10,1434,29.25,https://magiceden.io/item-details/9S2RTaKTwHPTG71ZUyrm1oDZRwUo2kUne5jM1azbfCnc,Light Grey,,Polo Blue,Ruby,Closed eyes,Gold,Burberry Glasses,Top Hat,Bored Mouth,
6555,25.5,2147,0,https://solanart.io/nft/5X4URrU1mRJctSLVWpZbFqEooMEhxiywhL5TXc7zbNCo,Solana,,Chicken Tee,Ruby,Flames Eyes,White,,Coffee Hat,Smile mouth,
6583,25,6811,0,https://solanart.io/nft/2fBqUbVZDLt28UGwaBEAZggwW8PrPMQPZR3ouNXhZwD2,Navy,,Hoodie Yellow,Cross Silver,Closed eyes,Black,Burberry Glasses,Pirate Hat,Cigarette Mouth,
6599,5.4,3228,68.05,https://magiceden.io/item-details/1VUHgcqahdkLJWPnptaf4vaCNujpEDN93ey9sG3VvqH,Light Yellow,,Jacket Orange White,Cross Silver,Round Eye,Grey,Solana Glasses,Halo,Straw Mouth,
6607,4.49,6043,65.86,https://magiceden.io/item-details/A8odQN2mLcyDjQX2qcqEF19J4XtDX7V3Cxb4iGtZC1Cy,Light Yellow,,Jacket Orange White,Cross Silver,Round Eye,Grey,Wayfarer,Fisherman Cap,Smile mouth,SMB Necklace
6643,9.42,5097,20.36,https://magiceden.io/item-details/C4E6Xnfeiw7rGaak3Xku4tmx8zpYHXVYwat21jDUt4yo,Light Red,,Prison Uniform,Stud Silver,Bored Eyes,Brown,Clout Goggles,Coffee Hat,Sideways Smile Mouth,Degen Ape Necklace
6660,14.44,9816,0,https://magiceden.io/item-details/8dmJenX7undiCFx9L6nqnZXk8tXBnRTLu2i7YZp4DyV7,Light Red,,Hoodie Black,Stud Silver,Bored Eyes,Brown,Masquerade,Beanie Blue,Sideways Smile Mouth,
6666,10,5297,13.75,https://magiceden.io/item-details/6dzTg5w23TBf5in3UopdCucAL69pN38umKBz7AfS9nth,Light Blue,,Polo White,Solana Silver Stud,Bored Eyes,Blue,Eye Patch,Coffee Hat,Angry Mouth,
6681,9.18,169,42.52,https://magiceden.io/item-details/8zwwT2hNSASjnPfWW5Mb3Tj3t4kkpfNgL3NoBq7VtEn4,Rainbow,Ruby,Polo White,,Hypnotic eyes,Brown,,Baseball Helmet,Angry Mouth,
6684,4,7158,66.29,https://magiceden.io/item-details/FJ7wGUgdjxvyeTtzYoLjV1rMRjtmnbqLv3sCdi6qYKFn,Light Blue,,Polo White,Stud Silver,Hypnotic eyes,Brown,Clout Goggles,Sailor Hat,Cute Mouth,
6691,20,9109,0,https://solanart.io/nft/AYcEkxLXhpFjHnDmXEkm69JkXfwgni8pEsciDaDHCPaS,Gold,,Polo Red,Stud Silver,Bored Eyes,Brown,Masquerade,Backwards Hat,Sideways Smile Mouth,
6696,5,6243,59.96,https://magiceden.io/item-details/9Uz6kioETXSRjtLmQj87hhjcvsfworv5q2CisuhfPvyA,Navy,,Hoodie Yellow,Cross Silver,Closed eyes,Black,Burberry Glasses,Pirate Hat,Covid Mask Mouth,
6711,14.8,6394,0,https://magiceden.io/item-details/DAWJKdxDoHTF286TBGo3NpuYCJTdetjukRDzaHgSywPk,Light Red,,Polo Red,,Angry Eyes,Dark Brown,Clubmaster,Turbin,Sideways Smile Mouth,
6715,11,7678,0,https://magiceden.io/item-details/9gDN9S8oMbVrRvhTsUPERphko1gK2u4TTq4qtgya91mZ,Light Red,,Medical Robe,Cross Silver,Round Eye,Grey,Wayfarer,Coffee Hat,Zombie Mouth,
6738,9,7035,16.78,https://magiceden.io/item-details/BdHp1QwDM5fLJWCWKU1pWzK3TuauZk7eAWAYDYdoBa9j,Light Green,,Polo White,Stud Silver,Bored Eyes,Blue,Clout Goggles,Cowboy Hat Brown,Angry Mouth,
6741,59,1693,0,https://solanart.io/nft/3rZ7N2LtcEjJQ9h77oYJfWbZk2oisRBnskHowrUGtJDc,Rainbow,,Wack Donalds Shirt,Stud Gold,Angry Eyes,Dark Brown,Eye Patch,Wack Donalds Hat,Tongue Out,
6765,5050,4756,0,https://solanart.io/nft/7KrTuJ4gBuUHQe3QKaypD7xJzsxYBZmeuzkkyx9cMpFe,Light Red,,Back To The Future Jacket,Stud Silver,Bored Eyes,Brown,Masquerade,Solana Backwards Hat,Bacon Strip,
6775,4.75,4234,70.52,https://magiceden.io/item-details/DHudRRHx3ABCHas6bQ3LjTWD8tiWHzLkpvULBfopC9ZR,Light Red,,Buttoned Shirt,Stud Silver,Zombie Eyes,Brown,Clout Goggles,Backwards Hat,Insect Mouth,
6778,99,3188,0,https://solanart.io/nft/FGmyNoDbRyMY7fsSXqBpZCZfJW1ubGUwRfBYtZYao8EJ,Golf Club,,Hoodie Lilac,Cross Silver,Round Eye,White,Wayfarer,Beanie Grey,Sick Mouth,
6780,14.9,1592,0,https://magiceden.io/item-details/B9jeKZtEZyTdqh8g2mHzRYeTjtX5jvxcB5Wvr9YjaLrP,Orange,,Jacket Navy Tee White,Solana Silver Stud,Angry Eyes,Dark Brown,Clubmaster,Military Hat,Vape,Thugbird Necklace
6782,16,7744,0,https://solanart.io/nft/WuFGFM51GCP4kTHMANqwWBA839CrZfjHvGArjtGFgid,Light Grey,,Robe Green,Cross Silver,Closed eyes,Red,Burberry Glasses,Sailor Hat,Bored Mouth,
6792,13.9,7066,0,https://magiceden.io/item-details/FxP2gpPgwTwic8KivJ1Nzb37Qfc7hHbNQtqHZ6Vywvof,Light Grey,,Robe Black,Cross Silver,Closed eyes,Black,,Face Shield,Smile mouth,
6794,5.5,2300,70.77,https://magiceden.io/item-details/FU8TMBtCqzxyYVLv3AyoYvt1qYSz6TjdV5WiodrY1m63,Light Green,,Plain Black Tee,Stud Gold,Bored Eyes,Brown,Eye Patch,Coffee Hat,Cute Mouth,
6795,8,2818,43.7,https://magiceden.io/item-details/2Jv1WaME3nbmsBwQdiv8o8v9kQ9yAnTVmQfMaEACf6uu,Gold,,Hoodie Black,,Bored Eyes,Brown,,Beats by smile,Mouth Juul,
6797,79,255,0,https://solanart.io/nft/7VKhgLdm4hftW8r12x3JwDftt57Jm5NmiiMLvAE4KNSG,Light Red,,Hoodie Black,Stud Silver,Robot Eyes,Robot,Masquerade,Blue Visor,Robot Mouth,
6828,9.5,2151,31.37,https://magiceden.io/item-details/BSPvETpVUdKEUPR5L2yXkv3hs2sennZXjFJp4274EuDR,Gold,,Hoodie Black,Stud Silver,Angry Eyes,Pink,Masquerade,Bowl Cut,Zombie Mouth,
6838,8,2744,43.99,https://magiceden.io/item-details/7PHjZMUP2Xge69KgJokbjyv3MTJhPjfkHDeApyS9B1de,Light Grey,,Hoodie Green,Cross Silver,Closed eyes,Red,Solana Glasses,Bucket Hat,Covid Mask Mouth,
6851,13,1883,0,https://solanart.io/nft/BDpTKvE1MAPZfPj8w4JtWS1wD2FwyqMYAtekF9KWz6fH,Light Blue,,Plain Black Tee,Stud Silver,Blue Laser Eyes,Brown,,Beanie Red,Angry Mouth,Degen Ape Necklace
6859,7,6821,37.64,https://magiceden.io/item-details/8BHW54MdZqkP3xwz1nAjHfcQCq4VxgmCh1zx5RoPvkkw,Light Yellow,,Robe Red,Cross Silver,Round Eye,Zebra,Wayfarer,Sailor Hat,Sick Mouth,
6917,9,8217,12.04,https://magiceden.io/item-details/71takQbE56rmfWAhtdN2o2AUnEL2NqHxdvnPoBdEmNpn,Light Blue,,Hoodie Aqua,Stud Silver,Bored Eyes,Cheetah,Clout Goggles,Beanie Blue,Angry Mouth,
6959,33,1611,0,https://solanart.io/nft/Hdyk59BZpzA92RfwB31W9yFp2ETHtJKuKZTyXtqGbFoH,Light Red,,Plain White Tee,Stud Silver,Flames Eyes,Brown,,,Sideways Smile Mouth,Degen Ape Necklace
6999,16,6439,0,https://solanart.io/nft/E7rRa2oanAbkXjdKbHxp1Dq6sBL56uPPhaZSfjEFGysG,Orange,,Hoodie White,Stud Silver,Hypnotic eyes,Dark Brown,Eye Patch,Gatsby Hat,Squigly Mouth,
7023,6.9,2404,56.36,https://magiceden.io/item-details/3opx1iZ57noc25f81vPDqXeJjxdASStoKBGZ83DiJKzL,Orange,,Wack Donalds Shirt,Stud Silver,Hypnotic eyes,Pink,Clubmaster,Wack Donalds Hat,Robot Mouth,
7029,12,3010,2.93,https://magiceden.io/item-details/HYgiiDSCwqfKfKkTXuvApVGVCA6DXuiiXW7Z926hS6Ys,Navy,,IS2Sol Tee,Cross Silver,Solana Eyes,Grey,Wayfarer,Santa Hat,Straw Mouth,
7046,49.279999,1037,0,https://solanart.io/nft/CzfmcqBAoZg81zk8SzVBvEQmnzjxW5gz9hsP2ScT5fGk,Kalahari,,Jacket Red White,Stud Silver,Bored Eyes,Cheetah,Clout Goggles,Heisenberg Black,Cute Mouth,
7047,4.6,7221,60.04,https://magiceden.io/item-details/4iyfnTwW2pTrsjMBkiDTngn4wGkmj1THf97XdQ6qSLsH,Light Yellow,,Robe Red,Cross Silver,Round Eye,Grey,Wayfarer,Sailor Hat,Sherlock pipe,
7089,9.99,4607,16.62,https://magiceden.io/item-details/Es49Uu5j2swiTSzBfx1Qpi22ZVaf6tnSKwo1jpnu9Y2c,Rainbow,,Jacket All Black,Stud Silver,Angry Eyes,Pink,Clubmaster,Gatsby Hat,Tongue Out,
7097,12,5363,0,https://solanart.io/nft/HoCSsPKFPGT8AEBhxb3P6nKhnAYg3obMgmHqNg6nGHCf,Light Blue,,Jacket Red White,Stud Silver,Bored Eyes,Brown,Gucci Glasses,Cowboy Hat Brown,Cute Mouth,
7144,30,7533,0,https://solanart.io/nft/D3FqgpKafQ1WrchWMXj3reJCsyvy17B4cr5N912kR6JA,Light Red,,Hoodie Black,Solana Silver Stud,Bored Eyes,Cheetah,Clout Goggles,Blue Visor,Sideways Smile Mouth,
7153,10,9143,0,https://solanart.io/nft/BPkom7WjWwo9yZuarNec3BACZL2zWH12PssCteSJL9xX,Light Red,,Hoodie Black,Cross Silver,Round Eye,Grey,Wayfarer,Sailor Hat,Insect Mouth,
7190,12.99,2001,0,https://solanart.io/nft/FMUj2B23QGtoYNDx2SLnqiSphmgfXRGzjMLwBv73Unhw,Light Blue,Gold,Polo White,Stud Silver,Blue Laser Eyes,Brown,,Fisherman Cap,Smile mouth,
7213,9.9,6268,10.86,https://magiceden.io/item-details/9NXEEZteXRmTt6fuHdQPAr7FAqW8ZMkpjKDLuxMYAyRf,Orange,,Wack Donalds Shirt,Solana Silver Stud,Angry Eyes,Dark Brown,Clubmaster,Curtined Hair,Squigly Mouth,
7214,15,7569,0,https://solanart.io/nft/DaSLx1DZwe8i93H2TtoJ6Zq4v2FVadJfbaWRnXm6wAbS,Rainbow,,Jacket Navy Tee White,Stud Silver,Angry Eyes,Pink,Masquerade,Military Hat,Smile mouth,
7227,7.99,4783,35.92,https://magiceden.io/item-details/BsNsU9J2w6r8AWCfzYXNRuhJ8KFXyizSiZsaW81hVKw3,Light Red,,Medical Robe,Ruby,Round Eye,Grey,Masquerade,Fisherman Cap,Insect Mouth,
7240,30,1281,0,https://solanart.io/nft/HfBmkT36udz5R2E7gGXCFpS1rN5i8yGuyMnqLHnNdTgd,Light Blue,,Polo White,,Bored Eyes,Blue,,Baseball Helmet,Pizza,
7246,35,9009,0,https://solanart.io/nft/DtH4adQgYRXnAM8UKuXcUGYG1UWBQRL3VWK8dBLBV4Yh,Light Red,,Plain White Tee,Cross Silver,X eyes,Grey,Wayfarer,Bowl Cut,Sideways Smile Mouth,
7250,9.15,629,40.98,https://magiceden.io/item-details/Agui7vBcFTSwmiLzUDM8dbTbGm9QbEyU416sPWJvNQG2,Solana,,Robe Red,Solana Gold Stud,Round Eye,Zebra,Wayfarer,Beanie Grey,Sick Mouth,
7255,10,6513,8.88,https://magiceden.io/item-details/D8S9hriUQFqz9zFGQ3K5fVVyjYraauZ4cmPYyFNupZdR,Light Red,,Sailor Top,Cross Gold,Closed eyes,Black,Burberry Glasses,Backwards Hat,Sideways Smile Mouth,
7261,7.99,7982,23.08,https://magiceden.io/item-details/4YVuzmnaQoXVnQ8ozHgz74v3uMLw4xfmNZv5J8gWa7bX,Navy,,Sailor Top,Cross Silver,Closed eyes,Black,Burberry Glasses,Sailor Hat,Bored Mouth,
7271,10,8736,0,https://magiceden.io/item-details/EmusCpwN44vFcRqbB7ZYr8Tax2YJa6uudpsouKf92V4D,Light Red,,Police Uniform,Stud Silver,Angry Eyes,Pink,Clubmaster,Military Hat,Smile mouth,
7272,10,6470,9.05,https://magiceden.io/item-details/CP6mofsku5ZYCP5AUbMDcXCV1zA2tj7Bar1VqdU2jiFp,Light Red,,Police Uniform,Solana Silver Stud,Angry Eyes,Pink,Clubmaster,Blue Visor,Sideways Smile Mouth,
7273,30,2025,0,https://solanart.io/nft/o27BwdGdTJQFg4vdfN7js6maG3LzpGdkqnYGgQ44yni,Light Blue,,Superman,Stud Silver,Blue Laser Eyes,Brown,,Beanie Blue,Cute Mouth,
7315,8,7475,25.02,https://magiceden.io/item-details/9eeZLifDfq8GU7ZMX7BdGvCs5drvPhaJkLwL3L3xemUa,Light Blue,,Turtle Neck,Stud Silver,Bored Eyes,Brown,Clout Goggles,Coffee Hat,Cute Mouth,
7330,15,8205,0,https://solanart.io/nft/77x5db6dYCx6AdnVA9B62ExFGB8drz9zpnAdKxxu8GXJ,Light Red,,Plain White Tee,Solana Silver Stud,Bored Eyes,Blue,Clout Goggles,Blue Visor,Sideways Smile Mouth,
7340,9.75,6766,10.36,https://magiceden.io/item-details/2av32TXqZ5BGkTxdTGFYTqGaUSnLrBzmWYyWnMd3SH6u,Light Yellow,,Hoodie Lilac,Ruby,Round Eye,White,Wayfarer,Beanie Blue,Sick Mouth,
7348,8.88,1292,41.02,https://magiceden.io/item-details/7VU9epvsJYYayaZ9v3eGHMmYJT38bBjqXzFcUj6nQ6Z7,Light Blue,,Hoodie Aqua,Stud Gold,Bored Eyes,Blue,Gucci Glasses,Afro,Angry Mouth,
7365,75,538,0,https://solanart.io/nft/3QcSGuxseg11aboWuXXUfR5fmd19gKKybyHMGAR5x3Us,Light Blue,,Prison Uniform,Stud Silver,Blue Laser Eyes,Brown,,Beanie Red,Cute Mouth,Degen Ape Necklace
7421,14.69,3021,0,https://solanart.io/nft/4b3h3ozxTJtUpDiTRkK9azrkBt6Dv2G7fZgZaxRd2nJX,Navy,,Suit,Cross Silver,Round Eye,Grey,Wayfarer,Halo,Straw Mouth,
7435,11.99,3143,2.49,https://magiceden.io/item-details/3WiacXDVRKqHfcMxmwYcx6e8wa58Noi6GL8DPHTKku8q,Light Yellow,,Robe Red,Cross Silver,Solana Eyes,White,3d Glasses,Beanie Grey,Sick Mouth,
7444,10,3399,21.37,https://magiceden.io/item-details/CBBy2KqrsuDVdjfMusvVBby2muQq6GpfGShGoXLjmxeK,Solana,,Hoodie Red,Cross Silver,White Laser Eyes,Grey,,Beanie Blue,Sherlock pipe,
7472,39.689999,370,0,https://solanart.io/nft/2aE8XfYBPkgYzaC6xPBGrsw63SmvMQ6Mno6oeGJkXV64,Light Grey,,Robe Black,,Closed eyes,Red,,Gas Mask,Cigarette Mouth,
7483,48,1007,0,https://solanart.io/nft/GzPYYETNauwMKa6tv6DuGkoVuTEQDSD2u4GmDEnfB1od,Light Green,,Robe Cyan,Stud Silver,Bored Eyes,Cheetah,Eye Patch,Heisenberg Black,Pizza,
7511,14.9,3465,0,https://magiceden.io/item-details/3dnyit3w7G3onAtijUGkUnasXXvguzKtwxHy1cRc6Kpt,Light Green,,Jacket Red White,Stud Silver,Blue Laser Eyes,Brown,,Cowboy Hat Brown,Cute Mouth,
7523,50,144,0,https://solanart.io/nft/2BtDxFMUZB7b1J5Tf9cHtTLyQu6Giy9mkhSXmA7YB5Qk,Light Green,,Turtle Neck,,Bored Eyes,Blue,,Baseball Helmet,Angry Mouth,Degen Ape Necklace
7525,1555,65,0,https://solanart.io/nft/HFdLk2z9NZJ9K6N6aQRZhpkDKTWWfhzPsrYreFW1zqK,Rainbow,,Jacket All Black,Solana Silver Stud,Robot Eyes,Robot,Clubmaster,Gatsby Hat,Robot Mouth,
7533,9.9,1380,30.46,https://magiceden.io/item-details/3TpDHusmEoR3YhsoDz2ZrhTYBqxC1JGgC4ASpbw6yJcC,Light Grey,,Polo Blue,Cross Silver,Closed eyes,Black,Burberry Glasses,Top Hat,Covid Mask Mouth,Badger Necklace
7566,4,9561,56.65,https://magiceden.io/item-details/GNYCJudaWmXefHyYqKWvqoDMcUKvMXKSZrT3wEF3tRW3,Light Grey,,Leather Jacket,Cross Silver,X eyes,Black,Burberry Glasses,Fisherman Cap,Smile mouth,
7579,32,6885,0,https://solanart.io/nft/Dsa7gpTxkJM2S5s4MuNxbgJWwZCDXpBrqr2uMrpChXrY,Rainbow,,Hoodie Black,Solana Silver Stud,Angry Eyes,Pink,Clubmaster,Fisherman Cap,Smile mouth,
7611,12,6836,0,https://magiceden.io/item-details/288jy8HRCBzKChp7JHYbc85ZnUgmHYBMzzWtvdWwAVub,Light Yellow,,Jacket Orange White,Ruby,Round Eye,Grey,Wayfarer,Santa Hat,Sick Mouth,
7616,25,7228,0,https://solanart.io/nft/3HnBhf8FFgqB9oQaFFfL52ejR4HmyQSYuRGgS3sPNSNm,Light Blue,,Plain Black Tee,Solana Silver Stud,Bored Eyes,Cheetah,Clout Goggles,Coffee Hat,Smile mouth,
7626,8.2,8873,17.41,https://magiceden.io/item-details/3mX4LwgERC4UTDx3hVYf6JaFu6Si4VCYGbMtAvyVb61m,Light Grey,,Polo Blue,Cross Silver,X eyes,Black,Masquerade,Fisherman Cap,Smile mouth,
7649,35,457,0,https://solanart.io/nft/EC8fQBXHjDz5czkK9CWsP3zFNoqB3o4RHqq6x8n7Pcqg,Light Yellow,,Hoodie Red,Cross Silver,Zombie Eyes,Zombie,Wayfarer,Sailor Hat,Zombie Mouth,
7668,4.6,8052,56.7,https://magiceden.io/item-details/B4VpjqaW3vTZYPp7P4RGCn6qmW9MS6xrw1KQt7gJyk7E,Light Yellow,,Polo Yellow,Cross Silver,Round Eye,Zebra,Wayfarer,Sailor Hat,Sick Mouth,
7669,10,4337,17.6,https://solanart.io/nft/AYmYCibwynFd7jGU4cGCvdgAV4raMtx2bwMLa4t8hvXD,Solana,,Polo Blue,Ruby,Closed eyes,Black,3d Glasses,Bucket Hat,Bored Mouth,
