id,price,moonRank,💎 score (%),storeURL,accessories,division,extra,eyes,hair,mouth,outfit,skin
30,0.42,4182,61.48,https://magiceden.io/item-details/45preyB3aN7HNc3ZGCoLKCeZq7bC6UKSevS2sufNnX4b,blue neon bars,industrial,none,neon green,middle part yellow,lollipop,saiba t shirt,default
36,0.44,3502,67.41,https://magiceden.io/item-details/HwPwjTdZPDUrqYabymb8wKBmJsscHM27fW4bW2tXuxbW,none,industrial,neon katana,neon red,spikey red,side grin,knight,cyan
36,0.44,3502,67.41,https://solanart.io/nft/HwPwjTdZPDUrqYabymb8wKBmJsscHM27fW4bW2tXuxbW,none,industrial,neon katana,neon red,spikey red,side grin,knight,cyan
63,1.69,291,83.88,https://magiceden.io/item-details/9eUovEfvib4ShKXo2nTZ3dKMogtw5UgLTQ4THdeY2UHL,studs,portside,neon katana,rage,middle part black,zomie mask,punk,purple tattoos
103,1.5,135,87.18,https://magiceden.io/item-details/APRRneikmjB7WSV8uRaXY23P4rVsACfpp3p96fBw6GuW,blue neon bars,night,charge swords,black,red slicked back,shuriken mask,rider,toxic
104,0.6,3691,64.11,https://magiceden.io/item-details/EEByCAnT3utxuVqo6s8HDRDf6spRWEnw5bSyPbscS8DM,none,dregs,none,emerald green,short white,lollipop,tech jacket,cyan
124,4.99,233,51.4,https://magiceden.io/item-details/Cx7qVc3FKjE3este8WXASWipgfBfLXTKRn1SmKZbB4ZV,blue neon bars,portside,double neon katanas,neon red,short blue,default,punk,bionic
125,2,1457,70.26,https://magiceden.io/item-details/DJBkEsDMLrmQKAGMbyYLHXrff9zncjYgQ2gW8taFLUz7,studs,night,none,neon green,middle part yellow,default,amplifier,ambernetic
158,1,3306,63.58,https://magiceden.io/item-details/B4CFV3h2GAokTLaQQY8jmDrJ4CY2hWtmWZdq4PBuhek9,none,night,neon katana,neon red,middle part black and white,lollipop,amplifier,implants
160,3,3552,41.36,https://magiceden.io/item-details/FXTNiosNwqFbqbKswfFVvChQo4fFdtbjDoEFVU2WaFmV,blue neon bars,portside,none,neon green,white slicked back,lollipop,tech jacket,cyan
181,0.8,2418,73.59,https://solanart.io/nft/C4A5fcR4gAKavUGABQsc8Srx5xNpggmm1DFJw6dFQQ1X,red neon bars,dregs,neon katana,black,mohawk,radioactive mask,saiba hoodie,implants
217,1.5,357,85.18,https://magiceden.io/item-details/Hm9C3kFwCEYm2pKypSnhGFkBk8vpPk7RjVDoos49pWMS,ball earings,night,neon katana,neon red,short purple and black,smoking,guardian,green tattoos
218,1,1687,78.18,https://magiceden.io/item-details/8FbxyNnx42BWLQNd6kF3mHrfjSs9YLpVM5uVWTsWbToH,green neon bars,portside,none,black,mohawk,viper mask,rider,striker
219,1.4,2971,62.6,https://magiceden.io/item-details/3YEstGXYgAPndG7PQNtQRtxRBfBAfgy5BWtQMgnvJNJH,none,dregs,none,neon blue,red slicked back,oni mask,punk,booster
227,0.8,2492,72.92,https://solanart.io/nft/CmWGBHZX8RWugxWFvknsCPFHdiupThrYjmJZMgJN6Qci,none,night,none,implant,black long,oni mask,saiba hoodie,cyan
239,4,961,54.73,https://magiceden.io/item-details/8gkin2hdbTuY4UCAKmdk21YXRWSuMbwQMXrGs6YSLEZS,none,dregs,neon katana,candy,short white fade,akuma mask,saiba t shirt,implants
249,2,76,82.71,https://magiceden.io/item-details/D3eiTpe9fbVFVwgbpiZu7Bad1YaZcJj8FU7o6QTypFBZ,blue neon bars,night,black katana,night vision,short purple fade,zomie mask,paladin,booster
281,0.5,926,90.05,https://solanart.io/nft/5mWD3CKbyzsW56p5ync3YqxmjVDKPSyScFu9ZAWSrhkJ,kunai,night,black katana,black and yellow,black bob,lollipop,tech jacket,gunmetal
309,0.96,2158,74.34,https://magiceden.io/item-details/8mrnLiDstdTaBe9otoHAJQRLe87Yjc22W7kjfwtzcqWn,studs,dregs,neon katana,black and yellow,black long,lollipop,saiba t shirt,scars
316,1.1,1772,76.42,https://magiceden.io/item-details/EAU6Ch8uoLsU1PmfU4a9iaScnHFhK5Y77dhi5JKfcPLB,none,portside,black katana,goggles,short red and black,cyber vampire,rider,toxic
329,1,1955,75.77,https://solanart.io/nft/8MBZq47HJHwFz74wP42HdpaeUeB4qnC6mNXc3UddXUVp,none,portside,none,night vision,short purple fade,radioactive mask,brawler,crimson
330,5,205,51.55,https://magiceden.io/item-details/4aLpfH9gDvQAr1p9d7JtX9uuFXwo9AUdv2whFsYTFaCs,red neon bars,night,neon katana,candy,red slicked back,smoking,assassin,implants
365,0.45,1054,89.39,https://magiceden.io/item-details/F2cmgKLaM1f2ft2tL38mSoKMQxgdXg7Hyp1tVJYp9F6e,studs,industrial,neon katana,implant,blue top knot,radioactive mask,tech jacket,gunmetal
370,1.9,20,84.22,https://magiceden.io/item-details/GnSwcFsBJ8wgJeVU8eKmD9Kgd8BH1xUqiG2FK6o8xca9,green neon bars,industrial,charge swords,sapphire blue,short white,zomie mask,punk,booster
397,0.96,1890,76.75,https://magiceden.io/item-details/8tkrU73Y3ooTMN7r4MtA7R26rKguLpUoZBexTqGNBvaX,kunai,night,none,augmented shades,spikey red,cyber fangs,saiba t shirt,scars
400,0.7,2742,71.67,https://magiceden.io/item-details/2nivVDEhQLJhdRShANjWPbL7SdxL3gkXBbv3QqKGi9qN,kunai,night,none,implant,short white fade,side grin,saiba t shirt,default
405,1,1410,80.68,https://magiceden.io/item-details/GHbRjbmpzY8oJmeD6ngbq2YXYKGBKbKkTndSLMv4dZDc,kunai,dregs,coil swords,neon red,spikey red,lollipop,saiba t shirt,cyan
408,0.9,2212,74.45,https://solanart.io/nft/FpfQShrGb1zLPzebGdyL8wntn6n7jFqSWnYGB1kJXUJp,red neon bars,dregs,black katana,black and yellow,mohawk,default,tech jacket,crimson
417,1.99,269,81.07,https://magiceden.io/item-details/2uH7oY8QwkiR7XCKHSAyHNmGotZGJj1fuem22aqyZq2a,green neon bars,night,none,neon red,short purple fade,zomie mask,lava,striker
422,1,3452,62.27,https://magiceden.io/item-details/ArW3Hp7FCPrVm6wwESTX4ykh4BrwVCkCMfV7LotVUaCc,red neon bars,industrial,none,neon green,middle part yellow,cyber fangs,brawler,default
431,0.96,2104,74.82,https://magiceden.io/item-details/2MjTB3u82DEu42gZLdtfwjhNs1xmuUNenhRb3DYztb26,red neon bars,portside,none,neon blue green,middle part black and white,radioactive mask,brawler,default
438,1.77,951,77.12,https://magiceden.io/item-details/6dP98h3e5Kec2N6z4orfKrmud3CgQfM1B9Cb3nASCiiX,green neon bars,dregs,none,black and yellow,short white fade,oni mask,inquisitor,scars
443,0.55,2964,71.17,https://magiceden.io/item-details/7Namg8d1TyiqFD5VtmueggWfoL4vdPu4RVjRvg7b1nS5,kunai,dregs,none,black,middle part black,smoking,punk,crimson
445,1.44,603,83.56,https://magiceden.io/item-details/PPt8oicR4sEuFFHhLojhSvwfssLfyZVdRmFjyLFGeSx,none,night,neon katana,sapphire blue,short white fade,shuriken mask,guardian,toxic
448,2,3837,48.79,https://magiceden.io/item-details/HuxwKerrxJhNB1CCxbCDHXRLw8NLM9Vd8dP3He8ZNqaZ,none,dregs,black katana,neon green,black long,side grin,amplifier,default
469,0.8,3379,64.92,https://magiceden.io/item-details/Wu5Q2DbEurqWeyosiuaoMqd7vZnDtzEBHVwmgTpwWmM,none,industrial,none,implant,short black and grey,lollipop,saiba hoodie,gunmetal
505,0.9,2017,76.21,https://magiceden.io/item-details/ERqozJJARGP9awh9e4PiYM7rfvYMPQ7EsBM9JDRYZrK4,green neon bars,portside,black katana,neon red,white slicked back,shuriken mask,saiba hoodie,implants
511,0.5,2622,74.75,https://solanart.io/nft/FQhuxFPfSwDGJoNpWGEvwmYxYM3RPWjchHEt6swwE1G7,none,dregs,neon katana,neon blue,blue top knot,shuriken mask,brawler,cyan
512,1,3253,64.06,https://magiceden.io/item-details/48xgJKbsStWijCbgxGvQV8dR9aCDharmhZaFr4r47XD9,none,night,neon katana,goggles,spikey red,cyber vampire,saiba hoodie,default
545,0.8,3303,65.61,https://magiceden.io/item-details/8KoUrZtvz7TxpzBBrXQEE2CBVuv1yL8rV2GijWYPBLrd,none,dregs,black katana,neon blue,red slicked back,cyber vampire,brawler,gunmetal
546,0.5,1634,83.66,https://magiceden.io/item-details/62UVtXmqiar6nscmivQfreV2yMs4uuerQTc7tdMHG1s6,none,portside,none,robotic,short red and black,oni mask,rider,implants
553,0.45,1089,89.08,https://magiceden.io/item-details/Hn3gV4y6GpZMfSZctEG5fHnzxo7PfehgoVPpL3oULGFt,none,night,emerald blade,neon blue,middle part yellow,lollipop,saiba hoodie,green tattoos
562,1,54,92.91,https://magiceden.io/item-details/7UqwACjCjuJybL4XzoSqPYQH4qXUexnQnPouona8BykC,kunai,portside,double black katana,neon red,short purple fade,viper mask,guardian,purple tattoos
565,4.5,86,57.62,https://magiceden.io/item-details/4zCEfUfEdEC9eKBN7FrGQ62V5XbjFnSZCQ5AYTjDdJxV,kunai,portside,double neon katanas,emerald green,blue top knot,lollipop,robo arms,booster
567,0.8,2657,71.44,https://magiceden.io/item-details/9MQ77ux6nXDXBNLoCoh84MZamfJZ1jgnY37ud7mh24Jd,none,dregs,black katana,sapphire blue,mohawk,cyber fangs,saiba t shirt,purple tattoos
571,0.55,858,90.16,https://magiceden.io/item-details/AQ9fBptDpNkoM8BP7eK8ngM9T7wQ5QZGEZ6bFtbArw4y,studs,dregs,emerald blade,neon green,blue top knot,cyber vampire,knight,default
573,0.435,1799,82.82,https://solanart.io/nft/DJ8oH5WiqH1ebQfY3UeBvjVfbmhTVXp5WHPzSkNzW4Nx,none,night,neon katana,night vision,short firey red,side grin,punk,purple tattoos
594,1,4006,57.27,https://solanart.io/nft/8w27NWps3uHrESmY535eSormVeheF5AenAdZDKrsoFpS,none,dregs,none,emerald green,short purple and black,default,robo arms,scars
602,0.84,4214,56.99,https://solanart.io/nft/5E7R56jiPMenqTE8zyfSs7wYRSNSuBzRwRRC5CDLsLc,none,portside,black katana,neon blue,middle part yellow,default,tech jacket,scars
604,1,2252,73.09,https://magiceden.io/item-details/9edJ82eiCtAkzcU3XngqzdZp2nJ9ppLcFqX68ZnHMZcU,red neon bars,industrial,none,neon red,blue top knot,cyber fangs,tech jacket,striker
609,0.8,1483,82.02,https://magiceden.io/item-details/6ZgMUA9wsMu9uC3d4ShFc6PhA1FNHBhqCfZvwHoNphR3,kunai,portside,double black katana,black,short black and grey,cyber vampire,saiba t shirt,crimson
619,2.2,320,78.51,https://magiceden.io/item-details/8L3A4MrvaKgrhXfpAtqTcZ3mUtLMHb5SgPRuHwugaAbb,blue neon bars,portside,none,neon red,middle part black,zomie mask,brawler,ambernetic
628,4,151,62.04,https://magiceden.io/item-details/cXB9sNn47KGULtmt83XxF3pePEEigKvUwoWWhgzgitV,none,portside,emerald blade,black and yellow,short purple and black,cyber vampire,inquisitor,purple tattoos
639,0.99,1029,84.22,https://magiceden.io/item-details/5WE1r3rVk6yXWZ6rjNnqscJ5Lg8pd3sayoNbc8BLYgjk,none,night,neon katana,sapphire blue,mohawk,zomie mask,bruiser,scars
661,0.45,2855,73.15,https://solanart.io/nft/CTCkjsiqYCQZmAr7zKGUDe2A2qCwQc6Ry87HsUACZGPL,none,dregs,black katana,sapphire blue,short blue,cyber vampire,tech jacket,crimson
679,1,3012,66.23,https://solanart.io/nft/4kjXJ1W3z1KoCJAu1CeXfEU6Uk12kCF3uuqF5Mj89XkW,red neon bars,industrial,none,black and yellow,middle part black,default,amplifier,default
684,1,3384,62.88,https://magiceden.io/item-details/5BQ32VWXCyQCfSxArYHXFqzis7hpVgvfgGpSpaNsAA4a,kunai,portside,neon katana,black,short white fade,default,saiba hoodie,implants
703,4.59,306,54.74,https://magiceden.io/item-details/461YJM6Z9E4L7CgWMYG1XPkA3uPy9Bf7WxtdUieEetfe,blue neon bars,dregs,charge swords,candy,spikey red,default,saiba t shirt,green tattoos
714,10,267,0.99,https://magiceden.io/item-details/F9jd2QmYeAxSUpTnCQZNydeUaTbyNiUHE2eFka3xKNY9,none,portside,charge swords,neon blue green,short black and grey,side grin,tech jacket,purple tattoos
723,0.5,2448,76.32,https://solanart.io/nft/TpEz2G56gPu6JUorR2gsdUUsSBKcAFxNBTgzWskSfcV,none,night,black katana,neon blue,black bob,fearmonger mask,rider,toxic
770,1.2,1754,75.58,https://magiceden.io/item-details/HsM4Tp3Wi2LETPB9zYnC6dg1bgkYCVLEnzwX5aCQQKxG,studs,night,none,black and yellow,short firey red,cyber fangs,adventure,implants
796,30,359,0,https://magiceden.io/item-details/BpC5UeSTi2kdGHS94mZjza12fVoeG15qAMpeNT9isdvM,green neon bars,portside,black katana,neon blue,middle part yellow,side grin,monk,purple tattoos
802,0.8,2817,69.99,https://solanart.io/nft/6psPB7k6bnenDocFJLZ6DDpYCizTanFe1BGNEVxXk4Vi,kunai,night,none,black,middle part yellow,fearmonger mask,adventure,default
807,1.5,1285,76.81,https://magiceden.io/item-details/5e9j15af9eh7pqJrQZoq4HurACBKtw9PJL2J63GB4srE,none,dregs,double neon katanas,neon blue green,blue spikey short,side grin,adventure,crimson
808,0.99,2436,71.53,https://magiceden.io/item-details/Aynj98fSwbSghynz2hsjC1RaW9YHwafXrW6fTf6R231H,green neon bars,dregs,none,black,short white,radioactive mask,tech jacket,primal
812,0.71,3144,67.94,https://solanart.io/nft/BcvecAmpfb4ciUEvLz3ewJcrQP23Afyst33JqUyy8HrG,none,dregs,double neon katanas,neon green,blue spikey short,cyber fangs,saiba hoodie,default
821,0.45,2759,74.02,https://magiceden.io/item-details/AJYmYA35AScZh7GnjjrNXJogGnS9ofxkPPAv2hXnmwKv,none,portside,neon katana,emerald green,short white,fearmonger mask,saiba t shirt,gunmetal
837,0.83,3528,63.28,https://solanart.io/nft/21Qffn1WTp378VoRzr4kEdJXp2ywJEqy9RSaATyRLBSj,none,industrial,none,neon green,blue spikey short,viper mask,punk,gunmetal
838,2,408,79.72,https://magiceden.io/item-details/7VPCyoJcdPebd3oMuYA52db2rrLi7VfPA9EuVCi83seA,blue neon bars,night,black katana,gold diamond,short firey red,lollipop,saiba t shirt,primal
849,0.75,2412,74.15,https://magiceden.io/item-details/4f7LfkNerriwazryWBpQbtwTTMnHhfGJGF8LjqvzVUYF,studs,industrial,none,sapphire blue,short red and black,cyber vampire,robo arms,scars
865,0.9,3395,63.78,https://magiceden.io/item-details/H3MmPqhyykjW4ugP2XLnKJf55oxtdEL7PMmuPdd6Wf2K,none,dregs,black katana,night vision,middle part black and white,smoking,saiba t shirt,default
875,0.99,1796,77.3,https://solanart.io/nft/4eCrME38331NLrBnX8NLGRdHGLkCqTRGbKnXzJLoh8ak,none,industrial,neon katana,neon green,mohawk,oni mask,robo arms,booster
879,0.5,1361,86.12,https://magiceden.io/item-details/5MX8USF6EgFu9a315RsBnPBPrawZ6YysbTj1gbFAbQ7Y,studs,dregs,none,neon green,short blue,smoking,lava,scars
925,1.5,1025,79.16,https://magiceden.io/item-details/D6eLmfCq2DzKyxwhNCW156LtxGCn4JYPzDdjeU2njQao,green neon bars,portside,none,black,middle part black,jungle cat mask,knight,cyan
938,1.5,222,86.4,https://magiceden.io/item-details/24xPgMh18MBpAvBzViRJXNTLBQorLRFUC3v1nHj4HbtT,blue neon bars,portside,coil swords,saiba x,middle part black and white,fearmonger mask,adventure,implants
944,0.5,3972,62.58,https://magiceden.io/item-details/5VhDcea3RH96K1wry9TDQBVhp7ouSp9iBcipN33odZYq,none,portside,none,neon green,short blue,cyber fangs,adventure,gunmetal
945,5,1152,43.01,https://magiceden.io/item-details/32LeTX15YxjgNXAbQaNdWU9LPyzsoMHM8uoVeN2rFmMs,kunai,dregs,none,goggles,short purple fade,side grin,knight,crimson
955,0.8,1010,86.29,https://magiceden.io/item-details/42NawTmsP4cauv69WcGuWDWUzCjUfF5d8gLdQWxmqvsN,none,portside,double black katana,candy,short red and black,zomie mask,saiba t shirt,cyan
971,0.35,1254,88.59,https://magiceden.io/item-details/6YRq1GfooT9pYGn9VjWEyDgQpkKfWypQppS5ieo6Geix,green neon bars,industrial,none,emerald green,short purple fade,fearmonger mask,inquisitor,crimson
973,0.5,1732,82.78,https://magiceden.io/item-details/FkYToqv2fjq4pBnYMDGBrUULSfkvquf3QLSQU7ML7Yyp,studs,night,neon katana,neon red,black long,cyber vampire,adventure,toxic
1004,0.45,2143,79.57,https://solanart.io/nft/2ZBU2PJEPeDSxxpVD8d6AjunUgL61SVvxsvugL8Krsgr,red neon bars,portside,neon katana,neon blue,spikey red,oni mask,tech jacket,scars
1005,0.55,3257,68.52,https://magiceden.io/item-details/32cfEPuJYavSC3s6kP9i5fGy88nKqRdjVvZFRjUtHurs,red neon bars,dregs,none,neon blue,middle part black and white,shuriken mask,adventure,default
1029,1,683,87.24,https://magiceden.io/item-details/FQQZV37zbu6VSqRBTPddU1YhiM9BVAzo7aX3rvsJqruF,ball earings,portside,neon katana,implant,short purple fade,smoking,rider,gunmetal
1031,3,3102,45.42,https://magiceden.io/item-details/A2xWRfLJ3itf6Hp2kJo2zQpKQNGkwVGbotXagXyymxZX,studs,portside,none,saiba x,short white,default,saiba hoodie,implants
1033,0.65,2586,73.58,https://magiceden.io/item-details/2HAdRGfHMb1C8mE4nCpLzwrSBEzUuB4EqNz3bNAwrPrM,red neon bars,dregs,none,candy,blue spikey short,cyber fangs,rider,gunmetal
1040,0.4,2464,77.18,https://solanart.io/nft/47ffCaY5Z9QoNxE4cK4TyirSs5YDhdG8JPkvtGaY7L83,kunai,portside,none,emerald green,middle part yellow,default,robo arms,scars
1042,0.5,4408,58.64,https://magiceden.io/item-details/FZA9ut6phPmj6rsjNiPjxnt1H1zp1j71Tp9sCCC5HgWs,none,dregs,none,neon blue,blue top knot,cyber fangs,saiba t shirt,default
1046,0.6,1851,80.71,https://magiceden.io/item-details/AcBUDkEyewrWfHPA1Z3ofRk3u7eRmrkBbCCJHPRMvDE2,none,industrial,black katana,saiba x,short firey red,viper mask,tech jacket,default
1103,1,223,91.39,https://solanart.io/nft/ExjRwR6PH9zRzCfQe2PyzUEenwnjN8Bn21DRMxVFnzCB,green neon bars,industrial,double neon katanas,emerald green,red slicked back,lollipop,amplifier,primal
1111,3.5,2974,41.58,https://magiceden.io/item-details/4vC7KkUnvarrvNErQUZfv73FYUoNh2bgoSdKND9ARDet,none,dregs,neon katana,saiba x,black long,default,saiba t shirt,purple tattoos
1117,0.55,4222,59.82,https://solanart.io/nft/13UUkwc3VbfkTYJWK826QrV1vsUJEQWkB3iNnwFaYLkv,none,industrial,neon katana,neon green,middle part black and white,cyber vampire,saiba hoodie,default
1123,0.5,2161,78.91,https://magiceden.io/item-details/DjSi8zgPmcquNdEMJq2WPD4Bi8JXUiRj5Me11eEEMt4a,studs,night,none,neon red,middle part yellow,cyber vampire,brawler,primal
1133,0.7,3776,62.34,https://solanart.io/nft/6WdkMNz8ibQ2NsvVf11Zs4nW7ViWzgvAeUSGVmuQ71hD,green neon bars,portside,none,black,middle part yellow,default,saiba hoodie,toxic
1136,0.5,4052,61.85,https://magiceden.io/item-details/qsPSFtNgPZHVeg4ECYB2tgYpKm7iJe6vtu12xLhimjN,none,industrial,neon katana,black,short red and black,cyber vampire,rider,cyan
1139,0.68,3380,66.12,https://solanart.io/nft/HfigPY3jpqZfJMQWtzRfffwnzqvDyokNwSWQN6vk5UaE,none,night,double black katana,neon red,spikey red,cyber fangs,rider,default
1158,0.63,842,89.51,https://magiceden.io/item-details/5qkxMUrQQ5Xk7gnrzx4YSJ9XFXKqyt6fwh14iAfsy8PK,ball earings,industrial,neon katana,goggles,short blue,side grin,punk,cyan
1159,2.65,3623,44.22,https://magiceden.io/item-details/2fZhYRsGtHZ4x6Pomad7xfZxm6BufL29kkxaYzmHP7Rm,none,portside,none,neon blue,black bob,default,brawler,striker
1205,0.5,1458,85.25,https://magiceden.io/item-details/4N7gSjNY89kLumXvARrKxLPzmgZUYkGRZq2sufyEtRuc,green neon bars,portside,none,neon green,red slicked back,cyber vampire,amplifier,hemi
1217,1,1247,82.15,https://solanart.io/nft/EzgjH9yNa2kKnf89bXjEwymD8kZXyWEsXk2g4DTpfAHR,green neon bars,industrial,none,candy,middle part black,radioactive mask,saiba hoodie,primal
1231,0.62,4215,59.18,https://magiceden.io/item-details/DwuhBcJxRkrrveFrgunhwmsXPrBAkFeFWHJisS9xNpx7,blue neon bars,portside,black katana,neon red,short white fade,default,saiba t shirt,default
1237,0.34,2315,79.12,https://magiceden.io/item-details/H87QHM2M9aRrCkMFUbXEroJBo8FBLGkntb4EdsqdC2GW,blue neon bars,industrial,neon katana,neon blue,short purple and black,lollipop,brawler,gunmetal
1241,1,608,87.92,https://magiceden.io/item-details/G7VTnJbKGKrUMdDdVGeErqLco8xarTs6g4Gq3F9bhXvC,ball earings,industrial,none,emerald green,mohawk,jungle cat mask,rider,default
1247,0.75,3574,63.67,https://solanart.io/nft/bakkSz3onZ1KJL9L8gcYnCVaHb9BYG1a4Q91xSVnm7M,red neon bars,industrial,none,neon blue,middle part yellow,default,knight,implants
1254,1,1425,80.55,https://magiceden.io/item-details/GzWuHU8EAH3RLYL4AZSr3NmMrYxfQTJCaiA4ucXCVDU1,studs,dregs,none,rage,short red and black,cyber fangs,adventure,implants
1260,4,1511,49.77,https://magiceden.io/item-details/DJw7332Ahk5xdwSdCZgnjWKnhL2PAvbp3DuYo3wZMckh,blue neon bars,industrial,none,neon red,short red and black,akuma mask,saiba t shirt,cyan
1264,0.6,2547,74.43,https://magiceden.io/item-details/FUHnG12gajqBTaVwReArKB8XDEh8HtezF3cFdUCoU8s1,red neon bars,industrial,neon katana,neon blue,black long,default,saiba hoodie,striker
1265,1,3132,65.15,https://magiceden.io/item-details/7SYvYPc6gdwKLkfpujHsWiUctLWoUoNguj1Fj7fvqGTN,studs,dregs,neon katana,neon blue green,middle part black,default,saiba hoodie,cyan
1272,1,4435,53.4,https://magiceden.io/item-details/5rgegteWqKjsvm7z5R9wPE8CApK379898FVGYC1Uucmr,none,portside,none,neon green,mohawk,default,saiba t shirt,scars
1301,1,3725,59.8,https://magiceden.io/item-details/8bfGiXLvHnMFagoeJoYmG6tN4LmJseoLbJySqioaiJUe,studs,industrial,neon katana,sapphire blue,middle part black,default,rider,default
1302,1,3434,62.43,https://magiceden.io/item-details/7AdxMG3QXFppQ5GbH8ZmzrVJK8SMSjAgw8SS8pLyWDX2,studs,portside,black katana,neon red,short white,default,robo arms,cyan
1303,1,2697,69.08,https://magiceden.io/item-details/4ydXF5s392dsnYLKm24cHW3ju722kD6pCdr1LPUuTAe4,blue neon bars,portside,none,neon blue,middle part black and white,zomie mask,punk,scars
1313,1.2,447,87.37,https://magiceden.io/item-details/4cZ4y3yATPmjJjszC17BVX6KRqENVTzs2jGb1MSeNVAQ,studs,dregs,neon katana,goggles,middle part yellow,oni mask,bruiser,gunmetal
1314,1,2521,70.66,https://solanart.io/nft/Aou1GroQ4rsCffQMvSHxLc6g7CCYvLp8cTBBSerpYRPA,none,portside,black katana,sapphire blue,spikey red,lollipop,punk,green tattoos
1316,0.5,2410,76.66,https://magiceden.io/item-details/5nVbi9L1UNPWvJp74iZjYNjiJAvtWaeuDtRMBwBmcDyJ,studs,dregs,none,black,short white fade,thugbirdz mask,tech jacket,default
1328,0.45,2357,77.64,https://magiceden.io/item-details/Hiy8DQc58wJ96SDPW74S2WRuhNcUjmV717VXH9SYQQVe,red neon bars,night,black katana,neon blue,mohawk,default,robo arms,toxic
1330,0.9,2361,73.11,https://magiceden.io/item-details/7j8aKzRQbeR6KL7HwNT1TSn632tNnzF51jVjbxyb5iRm,none,portside,neon katana,black,spikey red,thugbirdz mask,saiba t shirt,gunmetal
1337,0.91,1330,82.3,https://magiceden.io/item-details/CTVHeG34rSkVxpof7GZpk86qviVBbySMwhdw1wWXJFd6,none,dregs,none,implant,blue top knot,cyber vampire,inquisitor,striker
1362,1,2712,68.94,https://magiceden.io/item-details/FL3VPeFDkVw1imzR3ZwCy79uKZHUwYxnBQQNfP4tymcu,none,industrial,none,gold diamond,spikey red,side grin,saiba t shirt,scars
1381,1,2408,71.68,https://magiceden.io/item-details/J7UkKgPq8YB5A8Eq88tbJ21FCMmqPFEbUFc6yuf5GLZT,none,portside,none,black,short white,cyber vampire,assassin,gunmetal
1386,0.5,3263,68.97,https://magiceden.io/item-details/6mxsV5iEinZ5VowSGYMr1avixqjHcbMDnxX1HnR5f4W3,blue neon bars,portside,neon katana,neon red,short purple fade,cyber fangs,saiba t shirt,crimson
1390,0.84,4369,55.6,https://magiceden.io/item-details/78i51sDZvXHCxniTHje8Z6rUy7uYn1WE9e5yRKKihXNv,none,portside,black katana,black,short black and grey,default,saiba t shirt,cyan
1396,1,3843,58.74,https://magiceden.io/item-details/2dLZpWiAvQv2PmaN1HVrgmymVXn1q85XwgPQKX6JTXzj,none,portside,black katana,neon green,mohawk,oni mask,punk,default
1406,1,4174,55.75,https://solanart.io/nft/HUcbbVCBsLgfJ8yjwKGV4JXHeRvL5GXhRd1VTtK4rj2y,studs,dregs,none,neon blue,middle part black and white,lollipop,punk,default
1411,0.5,3285,68.77,https://magiceden.io/item-details/7argSubNMkF3tcf3BAFm6iJEPg7b2LB1PFufAFxgdE2a,none,dregs,neon katana,augmented shades,short firey red,default,punk,implants
1417,1,1731,77.79,https://magiceden.io/item-details/5jCS4fAxFdajNeQzkEgR2wiC6gMHSNuLPeRcWPwjx7AX,studs,portside,neon katana,candy,red slicked back,radioactive mask,robo arms,default
1431,1,2393,71.82,https://magiceden.io/item-details/5xs5eLeHVLnRPCsgc6Cn3KmRXBMXT8JHKrKVtcET6fiq,none,industrial,none,sapphire blue,short black and grey,lollipop,inquisitor,green tattoos
1438,1.1,2313,71.54,https://magiceden.io/item-details/8ZQvb7MFzMJoDpsTHAoFurEPwM8Yzrsk6UaskwPiaEBX,green neon bars,portside,none,neon red,blue top knot,zomie mask,tech jacket,crimson
1446,28,2,0,https://magiceden.io/item-details/E8xKW6agcqgFHkf7Ub2Kcso3oMy9n9Qbg1UgZc7ukfM5,Industrial Division Leader,industrial,Industrial Division Leader,Industrial Division Leader,Industrial Division Leader,Industrial Division Leader,Industrial Division Leader,Industrial Division Leader
1448,0.67,2904,70.51,https://magiceden.io/item-details/GP2ELuVdGhDuqjiVNExFzBzvWtTEgCpA9agzeWKFGw3,kunai,industrial,none,sapphire blue,middle part yellow,default,punk,implants
1449,1.69,895,78.43,https://magiceden.io/item-details/DDF1ZS15kxBd3bthkrptvcfq2hdugmjffZBhFAZRrQP9,studs,dregs,coil swords,emerald green,short blue,cyber vampire,rider,scars
1450,1.2,1016,82.24,https://magiceden.io/item-details/3E6AjELKhYHuHmUmob1XZ77v73aLUQTpg5ts4CxSL9Dc,studs,dregs,black katana,neon green,black top knot,fearmonger mask,amplifier,primal
1452,1.1,2146,73.04,https://magiceden.io/item-details/9zw2me1XxqEbEHgVqoiaUrN2VzYcMfmzaPeM3VBoGeZi,none,night,none,candy,short white,oni mask,saiba t shirt,booster
1463,0.8,3110,67.35,https://solanart.io/nft/3Yyun62krqfGrLdPumPbe9WzUSkP9kjq8mAdgZSXedCE,none,night,black katana,night vision,middle part yellow,cyber vampire,punk,default
1470,0.75,485,91.53,https://magiceden.io/item-details/7VWyN7NFcVAdrpPRjrTLRwEhHm78Da75mxNJbPXFHQjG,kunai,dregs,black katana,augmented shades,black bob,lollipop,saiba hoodie,toxic
1472,0.75,1408,83.2,https://magiceden.io/item-details/F4U8wPR1EssgfBQWPca7qhfrkU5Er2yoAJfGp8z34CZd,none,portside,double black katana,goggles,blue spikey short,side grin,knight,default
