id,price,moonRank,💎 score (%),storeURL,Accessory,Background,Ears,Extra,Eyes,Headwear,Horns,Jewelry,Outfit,Skin,Tattoos
3590,3.03,3634,63.4,https://magiceden.io/item-details/8Dejjadx1ZHrZHGkkpVg3vPcj8xpwFkSpz5e2QfTzvaG,None,Orange,None,None,Happy,Porcelain Hat (White),None,None,Puffer Vest (Black),Grey,None
3594,4.38,3980,47.39,https://magiceden.io/item-details/D26snt7hBVpq22nPfjUPvHVRi8zTnqfEvN5KWidoPTzY,None,Orange,Safety Pin (Silver),None,Retro Round (Silver),None,Small,None,Oversized T-Shirt (Blue),Black,None
3596,4.69,3056,50.98,https://magiceden.io/item-details/ESrktBdFP3vqCYoHmaWi91TvbqmrVYwRrt2m91oHfn9x,None,Pink,None,None,Viper Shades (Gradient Light),None,Small,None,Puffer Jacket (White),Bronze,None
3610,2.1,4180,68.74,https://magiceden.io/item-details/FfQc7rVY7C98whZuG6GZ5iRU8QPeuFpichJ74D2c7pUX,None,White,None,None,None,Oversized Beanie (Mint),None,None,Zip Hoodie Open (Camo White),Mint,None
3617,15,755,0,https://solanart.io/nft/4iGR1bX1nFWBzjY9vya8VBSAgUDdMx2HPahPTh6H9Twh,None,White,Top Hoops (Double | Rose Gold),None,Viper Shades (Cream),None,Curved,None,Snowboard Puffer (White),Mint Gem Stone,None
3632,2.3,3419,72.25,https://magiceden.io/item-details/27c6jdm7BWvPgQqaX6pePCLhNyu4igxsqfCxuMwNpugY,None,Mint,Big Hoops (Single | Silver),None,Normal,Snapback Backwards (Pink),None,None,Puffer Jacket (Rave Print),Black,None
3640,3.9,743,75.62,https://magiceden.io/item-details/4qGQqUtsQoAAH3VPzgoGCUhERpq3NmCyKst7jYDWdpaA,None,Black,Lock (Gold),Dragon Wings (Black),Aviator (Silver),Snapback Backwards (Blue),None,None,Oversized T-Shirt (Mint),White,None
3644,2.3,2153,81.42,https://magiceden.io/item-details/FAUeXBqSunkhtWgW9WzCHZbSyxLD3UvcEfJ5sNUWWrXh,None,Orange,Top Hoops (Double | Rose Gold),None,Happy,Oversized Beanie (Pink),None,None,Puffer Vest (Purple),Silver,None
3645,3.44,2841,65.04,https://magiceden.io/item-details/7qqByjrJZMpV3NmzfXd6z4KxB3MX9oJU4WLEi4HQ57g9,None,Black,Cross (Gold),None,Retro Half Frame (Yellow),None,Curved,None,Puffer Jacket (Yellow | Blue Flower Print),Yellow Gem Stone,None
3687,7.69,118,42.25,https://solanart.io/nft/3gD8CEpibCx7kBUQytye1Gkidj5onrVZLfmoRSmmPSjZ,One Arm Backpack (Cream),Purple,Big Hoops (Single | Gold),None,Beachrunner (Black),Dad Hat (Orange),None,None,Hoodie (Grey Drip Metal Print),Purple,None
3694,4,2401,62.62,https://magiceden.io/item-details/VAQjBz1uro9y4FRAXhjUFGaKAMwoEHAayyGiadjNWWn,None,Black,None,Feather Wings (White),X,Oversized Beanie (White),None,None,Hoodie (Pink),Orange,None
3696,2.3,4560,63.99,https://magiceden.io/item-details/HWT5ZqcJ93EUTHYEhWhc2wTRiZY5Fj5PHQKrb7xmaoCw,None,White,None,None,Retro Round (White),None,Small,None,Oversized Hoodie (White),Blue,None
3701,4.5,611,70.58,https://magiceden.io/item-details/9s2ciaeRAai1GAMxGifq2R6r56mVE4AAXmema3UdudiW,None,Purple,None,None,Normal,Visor Cap (Silver),None,Oversized Hoodie Necklace USB (Gold),Hoodie (Yellow),White,Pain
3705,2.9,2729,71.25,https://magiceden.io/item-details/5u96aQ25fGxUJ9xpeFjfyfMY8BYZb3XA4hMaLXY8RyWZ,None,Cream,Feather (Gold),None,Happy,Five Panel Cap (White),None,None,Windbreaker (Pink),White,None
3711,6,3228,36.63,https://magiceden.io/item-details/DbuB5pRTKVHwF1VRZyAcuW73i7bypD3JCMLQYZBnCzwW,None,White,None,Dragon Wings (White),Happy,Oversized Beanie (Purple),None,None,Hoodie (Grey),Black,Pain
3717,5,4140,40.03,https://magiceden.io/item-details/CZCrmvACs7YbC1uWo66zKpxqYNqqWG3yfTscDZNPAhcN,None,Orange,Big Hoops (Double | Rose Gold),None,Happy,None,Small,None,Puffer Jacket (Cream),Gold,None
3735,4.1,5389,39.99,https://magiceden.io/item-details/7T6gEjBw1GJfkBg53ophZEbXw9drkpU7Lt4PTbS6D5bp,None,White,None,None,Small Round (Black | Silver),None,Small,None,T-Shirt (Blue),Mint,None
3739,3.4,1642,74.11,https://magiceden.io/item-details/Dda4o9Yx8KcTb5LLKxQmj9fKe7e4PCHQ6TZAQfim4e7F,None,White,Diamond Hoops (Double | Rose Gold),Angel Wings (White),X,None,Small,None,Hoodie (Yellow Drip Lightning Print),Purple,Pain
3742,5.5,4006,36,https://magiceden.io/item-details/8XqHq7zBsxsVLdutBp1pbP3LS1y4xv7LExunW2ePU1Tf,None,Mint,None,None,None,Visor Cap (Mint),None,None,Windbreaker (Blue),Black,None
3748,5.3,4492,34.48,https://magiceden.io/item-details/wAsMTBLXErV6bqWDLyu4s5xpQMFgM8rUNvmkTtncYQJ,None,Black,None,None,None,Five Panel Cap (Purple),None,None,Hoodie (Black),Mint Gem Stone,None
3761,2.6,3286,70.21,https://magiceden.io/item-details/56Sqa1qiEsyDRacCnF1YYhoAaQtgQ2b1jS7UCu6X45H5,None,Black,None,Angel Wings (Silver),Ski Goggles (White),None,Small,None,T-Shirt (Yellow),White,None
3772,3.222,801,81.98,https://magiceden.io/item-details/84iXhcggwBCKdEwjmapJowf5VzfLsp6sFEpnQ8Wjh3Sy,None,White,Diamond Hoops (Double | Rose Gold),None,Retro Half Frame (Mint),None,Curved,Puffer Jacket Necklace Crystal (Blue),Puffer Jacket (White),Pink,None
3777,3,669,85.16,https://magiceden.io/item-details/AC8st8Y2VW86sgHbPXE3U9XqBZtW5p2EL75wmSznyKBV,None,Orange,Feather (Silver),Angel Wings (White),Small Round (Black | Rose Gold),Snapback Backwards (Mint),None,None,Hoodie (Yellow Drip Metal Print),White,None
3778,4.5,2794,54.78,https://magiceden.io/item-details/6PA6CXzcUCumRqYkCgDB9BCdivSqzATJ8vpYo4CCiUcy,None,White,None,None,Swirl,Gatsby Hat (Cream),None,None,Zip Hoodie Open (Camo White),Grey,None
3782,4,3572,54.14,https://magiceden.io/item-details/7XuUE8Kq91nrzQ6o54wKe7ihNTbVjqamDAaCyceZgovC,None,Black,Lock (Gold),None,Retro Half Frame (Black),None,Small,None,Puffer Vest (White),Yellow Gem Stone,None
3791,2.15,3375,74.07,https://magiceden.io/item-details/GavacwondsXk1xgbPu3fDk7bVZTu4pzVYGMA4ymchzU5,None,White,Lock (Gold),None,None,Dad Hat (Black),None,None,Hoodie (Red Drip Lightning Print),White,Pain
3796,5,4664,36.24,https://magiceden.io/item-details/Gj9drM7CTj8SUoirC4FMTJ2DqUZgVTtp7d6JPth2dtax,None,White,None,None,Viper Shades (Yellow),None,Small,None,T-Shirt (White | Hype Print),Red,None
3798,3,3063,67.83,https://magiceden.io/item-details/HbsXtMHTVvVJ8HuzdLfMEq1MmWQqWZM58bmk5zXKLRuu,None,White,None,None,None,None,Curved,Oversized Hoodie Necklace Crystal (Blue),Hoodie (Mint Drip Metal Print),Rose Gold,None
3807,2.2,1660,85.98,https://magiceden.io/item-details/C872GBz9SCwvSt82MHgmne6qcrZdbcFc7By3V7miVt2d,None,Black,Cross (Silver),None,Vintage Rimless (Clear),Oversized Beanie (Black),None,None,T-Shirt (Mint),Blue Gem Stone,None
3829,3,2659,70.75,https://magiceden.io/item-details/8Pr1EfP62YUW1yp8Q3aZJUKbSY64gW72mR8QoqeRiWeK,None,Cream,Feather (Silver),None,Normal,Snapback Backwards (Black),None,None,Oversized T-Shirt (Yellow),Black,Pain
3853,2.5,908,88.43,https://magiceden.io/item-details/FCgYFXp8YRPGrVbzrNFAY2N5TW8Ax4XtD9w34zhhQ6nt,None,Blue,None,Angel Wings (Black),Swirl,Five Panel Cap (Orange),None,None,Puffer Jacket (Black | White Flower Print),Bronze,None
3856,5,873,63.68,https://magiceden.io/item-details/4M2L6rmXLvfjjszQ1zJHcbYXnJVSzpjjy6ssxbS59dus,None,White,Diamond Hoops (Double | Silver),None,Retro Round (Black),None,Big,Oversized Hoodie Necklace Chain (Skull),Hoodie (Orange Drip Metal Print),White,None
3858,2.75,2620,73.54,https://magiceden.io/item-details/o7Tj9Bx9aUFVhDwxLnue4j9xLewK8RMyvTQenJU3XHA,None,Pink,None,None,Square Frame (Black | Silver),None,Small,None,Windbreaker (Pink),Cream,None
3861,3.99,949,73.23,https://magiceden.io/item-details/27CiNrvnbJQu7SZCYem2fD3A9TBeyR47wkTVmUmDfgeQ,None,Black,Big Hoops (Single | Silver),None,Vintage Rimless (Red),Dad Hat (Orange),None,None,Hoodie (White Lightning Metal Print),Concrete,Pain
3862,5.5,4471,32.64,https://magiceden.io/item-details/GonoUvj33VacKXkywsLi41LGVfre3rgZ1ub7M9FKaP6K,None,Black,None,None,Normal,Snapback Backwards (White),None,None,T-Shirt (Grey | Rose Print),Bronze,None
3872,6,1953,45.86,https://magiceden.io/item-details/32bgEcxWbiqRXnTNyrMKiDynB8215nABWsfSMHjtcMGN,None,White,Diamond Hoops (Double | Rose Gold),Feather Wings (Black),Small Round (Black | Silver),None,Small,None,Hoodie (Orange Drip Metal Print),Mint Gem Stone,None
3890,5.4,3969,37.27,https://magiceden.io/item-details/F8EjrsANSbJqvzcFRu6KLUV4WVYpCByrTtS3PKUSYiNz,None,Purple,Cross (Gold),None,X,None,Big,None,T-Shirt (Grey | Hype Print),White,None
3902,2.9,4518,58.3,https://magiceden.io/item-details/DioZXSESr7Zjq1fqPLTJWtukdbRS4WsNf7j3dvegtaYo,None,Black,None,None,Happy,Snapback Backwards (Red),None,None,Hoodie (Pink Drip Lightning Print),Cream,None
3924,5.5,458,61.68,https://magiceden.io/item-details/EFZ7ZsFFV4XLnXcffe5xTYkcZGwU9tjXasHs3qp8taed,None,White,Diamond Hoops (Single | Rose Gold),Feather Wings (Black),Shutters (Pink),None,Curved,None,Polo Shirt (White | Cream),Purple Gem Stone,None
3927,4.12,4397,46.97,https://magiceden.io/item-details/F4vt5DUUXeUfcvZft8kFnMwhVJrwbu5mS16fBNgAGkZQ,None,White,Top Hoops (Single | Silver),None,Swirl,None,Small,None,Hoodie (Mint Drip Lightning Print),Black,Pain
3930,4.5,1183,66.44,https://magiceden.io/item-details/C4mNAxxxuj9TBUiFKpUkyvCSzcJxnHMpoKaXwCWtk4GG,None,White,Diamond Hoops (Double | Rose Gold),None,None,Beanie (Orange),None,None,Tactical Vest (Mint),Yellow,Pain
3939,2.9,3852,63.12,https://magiceden.io/item-details/624Jce5bB7TvxYDbSpK4xGr1wDhLtjMhnAbv3hz7dNgU,None,Red,None,None,Happy,Oversized Beanie (Pink),None,None,Hoodie (Blue Drip Metal Print),Gold,None
3940,3,2968,68.52,https://magiceden.io/item-details/B1rmqBHkseyoSAjApYeYq3HQFx5u8Sv6NH7vCyssuWTa,None,Mint,Top Hoops (Double | Silver),None,Normal,Fur Hat (Orange),None,None,T-Shirt (White | Palm Tree Print),White,None
3950,6,5167,22.6,https://magiceden.io/item-details/5k7RF9i1iKoojPh6q57Rr8cDWMbkuxaYQ5HLz6zKBRxY,None,Black,None,None,Vintage Rimless (Clear),None,Small,None,Lumberjack Shirt (Black),Grey,None
3964,6,3712,33.13,https://magiceden.io/item-details/FXyX3NjQu2bsitymnQ4gM33STKZVvMaikPqZWF1YVL71,None,Black,None,None,Normal,Boonie (Black),None,None,Zip Hoodie Open (Camo White),Grey,None
3966,2.99,4248,59.35,https://magiceden.io/item-details/C29SJxnhp6TkeRfkoaiDKoW1rqLJmiMJLWTe4JJxAKyJ,None,Cream,Lock (Silver),None,Beachrunner (Clear),None,Small,None,Lumberjack Shirt (Black),Black,None
4006,4,5000,43.81,https://magiceden.io/item-details/J6CEFMsnbSwx1TMqQNCuacLzDSH1eb3svLZtQ5oyXcMA,None,Mint,None,None,Ski Goggles (Gradient Light),None,Small,None,Puffer Jacket (Candy Print),Black,None
4013,5,4060,40.61,https://magiceden.io/item-details/57pqvExCvRvvuiSvaRexrnSd6mEyMfgackRbzLcUCHw9,None,Orange,None,None,Vintage Rimless (Clear),None,Curved,None,T-Shirt (White),White Marble,None
4016,3.5,2476,67.08,https://magiceden.io/item-details/HrdXS8ZKFdX8ijTG421UhKqk3GezjjkjHpwtnJNusig7,None,Orange,None,None,X,Visor Cap (Silver),None,None,Puffer Jacket (Teeth Print),Concrete,None
4023,3,3903,61.75,https://magiceden.io/item-details/CB8roX1MwLt2wGqyuqRo8qMCAqYi4141fiNwCoJuWnSh,None,Black,Diamond Hoops (Double | Gold),None,None,Oversized Beanie (White),None,None,Puffer Vest (Red),White,None
4032,4.3,2125,61.62,https://magiceden.io/item-details/355Jh4ghY4rQF8v87MdWTR546Qkcy9SCaKfHyjT2sur7,None,Black,None,None,Retro Half Frame (Black),Gatsby Hat (Yellow),None,None,Hoodie (White),Yellow,Pain
4035,5.2,2773,47.93,https://magiceden.io/item-details/C9J1fYR7b2oKhERAkQRMGjMGN9LPsU7mXdpZn6h1nXs2,None,Mint,Top Hoops (Single | Silver),None,Vintage Rimless (Blue),None,Small,None,Windbreaker (Yellow),Black,Pain
4038,6,1274,50.78,https://magiceden.io/item-details/99AF2nks5UEpBCpRwZVyy26riZYEaetzkq82Wzo5vaxd,None,Mint,Top Hoops (Single | Gold),Angel Wings (Gold),Happy,None,Small,None,Lumberjack Shirt (Mint),Concrete,None
4045,3.5,2828,64.53,https://magiceden.io/item-details/78j2eaWmyMyoimKnVB22hB1NxpbdPrgvpRXzovcGCTaY,None,Orange,Big Hoops (Single | Silver),None,None,Five Panel Cap (Black),None,None,T-Shirt with Oversized Jersey (Yellow),Grey,None
4064,3.65,1793,70.52,https://magiceden.io/item-details/AAJKftEMpnGd46Qb9JzrL1cC2CX9qJuzUzAnGbrA9ixb,None,Pink,None,Feather Wings (Black),Happy,Fur Hat (Cream),None,None,Hoodie (Black),Purple,None
4068,5,4999,33.81,https://magiceden.io/item-details/DS8B8KTX76UCAhtmTCwFX7SU3nLhjVAdw1pDRLyu2z11,None,White,None,None,Square Allover (Black),None,Small,None,Hoodie (White),Grey,None
4077,3.99,1565,68.77,https://magiceden.io/item-details/92JrpRdTjghAWYWGC4n1b3R82cFWBHZVpPJLGasA7Vra,None,Cream,Diamond Hoops (Single | Rose Gold),None,Small Round (Black | Silver),Dad Hat (Mint),None,None,Oversized T-Shirt (Mint),Blue,Pain
4078,3.899,4699,47,https://magiceden.io/item-details/54Dtwj9VLBF9dDokwRVbhvD79qa7sUeYNRvHFeKbJvRL,None,Purple,None,None,None,Dad Hat (Cream),None,None,T-Shirt (Grey | Rose Print),White,None
4092,6,943,53.17,https://magiceden.io/item-details/2vv5aCM7PqBMsiKwEQr3rXBEobHyLGu3XnmtQMT5FYuR,None,White,None,None,Small Round (Black | Gold),Fedora (White),None,T-Shirt Necklace Crystal (Red),T-Shirt (White | Palm Tree Print),Purple Gem Stone,None
4148,6,4952,24.15,https://magiceden.io/item-details/Hj35PGp6T1vTb8JL9yaRU7SmLLMY9NpYauFz4pKb6rmT,None,White,None,None,Square Frame (White | Silver),None,Big,None,Puffer Jacket (Tape Print),White,None
4160,3.8,2297,65.37,https://magiceden.io/item-details/4yoCTM56d2adceoJV1vhoddXtA68KA8gC3MDVpUoaffZ,None,Cream,None,Feather Wings (Black),Normal,Dad Hat (Mint),None,None,Puffer Jacket (Paint Print),Bronze,None
4185,5,3057,47.87,https://magiceden.io/item-details/CmFZmXLT7g8sxB74y4cjxLxmHkHktgsKuWxW7ZEgoDsh,None,Blue,Big Hoops (Single | Gold),None,Small Round (Black | Grey),Five Panel Cap (Purple),None,None,Hoodie (Mint Drip Lightning Print),Black,None
4228,3.5,1301,75.58,https://magiceden.io/item-details/2nWemnofYn1RFLmTCMjUPHUKo7rosUQRwassHoNxyDv3,None,Cream,None,None,Vintage Rimless (Mint),Gatsby Hat (Black),None,None,Oversized T-Shirt (Blue),Mint Gem Stone,Pain
4241,2.5,1991,80.59,https://magiceden.io/item-details/DupjmTk2qvmLG9whpzUNMmrYXFwcrBeRUFCKQxUwSQQ5,None,Orange,Big Hoops (Single | Silver),None,Swirl,Visor Cap (White),None,None,T-Shirt (Purple),Grey,None
4243,3,1113,81.94,https://magiceden.io/item-details/Hr9WHGA4WBbt9v1SsdWyqS776qrJkcSk9bbShCrPzW6D,None,White,Top Hoops (Double | Rose Gold),None,Square Allover (Silver),None,Big,None,Hoodie (Mint Drip Metal Print),Bronze,Cross
4254,5,3569,44.17,https://solanart.io/nft/35pq4FKwdoAKVY6mXYF99Grm1fk14SFayhrD22gjVk8Z,None,Red,None,None,Retro Half Frame (Mint),Oversized Beanie (Purple),None,None,Hoodie (Orange Drip Metal Print),White,None
4259,4.25,515,73.77,https://magiceden.io/item-details/9djmqucApJ3esCEHbYkrfnqU8TBQ1pQh97psPLb5zHvj,None,White,None,Angel Wings (White),Happy,Boonie (Black),None,None,Tactical Vest (Purple),Silver,Cross
4264,4.5,3454,50,https://magiceden.io/item-details/4LT8z1xpqn9avjuhbnf7aSPin4dcypwhh52qLQJEh1G9,None,Mint,None,Feather Wings (Black),Vintage Rimless (Purple),None,Big,None,Denim Jacket (Blue),White,None
4272,6,881,53.62,https://magiceden.io/item-details/G6hvpoGKdUrG7FB9Ppubcuu93Heg6dSjUVdcG8Mt3cJB,None,Black,Diamond Hoops (Double | Gold),None,None,Visor Cap (Gold),None,Oversized Hoodie Necklace Chain (Silver),Hoodie (Black),White,None
4280,3.8,1527,70.95,https://magiceden.io/item-details/DCnpV7GqpZaabbdgZ7Yoy3b1jDVpNHAt8XUivsD7s2YL,None,Blue,Diamond Hoops (Double | Gold),None,Vintage Rimless (Red),Dad Hat (Black),None,None,Hoodie (Blue),Grey,None
4288,5,3168,47.07,https://magiceden.io/item-details/6TxtniRqrr8ByFNJ4v1PEheaBRAJGpDQUzEVYp6L5Dg5,None,Cream,None,None,Retro Half Frame (Mint),None,Curved,None,Puffer Jacket with Fur (Purple),Red Gem Stone,Pain
4293,4,3858,52.07,https://magiceden.io/item-details/3NZcv5UZUGJmw16wMbv5ZCGup16DCv3ipewgBvhHhh54,None,Cream,Big Hoops (Double | Rose Gold),None,None,None,Small,None,Leather Jacket (Cream),Purple,None
4299,3,4166,59.84,https://magiceden.io/item-details/EjPSgzDJgYB3czbAppjvhiA7nGLrG7JuNjK7k1pFs3gW,None,Cream,None,Angel Wings (White),Small Round (Black | Gold),None,Small,None,Oversized Hoodie (Purple),Black,None
4310,5,2420,52.48,https://magiceden.io/item-details/C2bkDAgjKVNd9gJeNmfm71hPNPrxD4TtF5mXZ7f6Uqvc,None,Orange,None,Angel Wings (Black),Swirl,Five Panel Cap (Red),None,None,T-Shirt (Grey | Hype Print),Black,None
4318,3,2624,71.01,https://magiceden.io/item-details/C2yBC7zhzd5qffNhWTSENozJNXgfHQvB6syq9geDAVno,None,Mint,Big Hoops (Single | Gold),None,Swirl,Snapback Backwards (Black),None,None,Puffer Jacket (Candy Print),Grey,None
4322,4,5331,41.41,https://magiceden.io/item-details/H7GQt4YHQvzJeJykeBghYNjPR4bkVpNokqvQy5GeFJ8q,None,Black,Big Hoops (Double | Silver),None,Happy,None,Small,None,Oversized T-Shirt (Yellow),Black,None
4329,4,2485,62.01,https://magiceden.io/item-details/ExNXLQbJzFP1Tk4Vwz3y4TWnAhgCEkJXWbVYAa5jet9c,None,White,Big Hoops (Single | Rose Gold),None,Happy,Five Panel Cap (Orange),None,None,Polo Shirt (White | Cream),Grey,Pain
4332,2.99,5346,51.4,https://magiceden.io/item-details/2rP3SC3oZMR41SzxwimD4NzgBZTLrHEr47ZxtmPW5xWR,None,Cream,None,None,Swirl,None,Big,None,Hoodie (Black Drip Lightning Print),Black,None
4353,2.3,3586,71.04,https://magiceden.io/item-details/BpWp237LGH6JPSHMPmFEjiZFgnb1BGJjTXiJJeH5bnsH,None,Orange,None,None,Happy,Dad Hat (Cream),None,None,Tactical Vest (Orange),Yellow,None
4357,2.5,5285,56.74,https://magiceden.io/item-details/94ZyRDnmk1PZoSzhqZGvrSqMyt9k5jYBbmCnhR9hJJwk,None,Cream,None,None,Normal,None,Big,None,Lumberjack Shirt (White),Grey,None
4367,4.5,4119,45.18,https://magiceden.io/item-details/DAwNQXnV4gGVpXXDDwMCMrHqgLcR72NUHoCCFRCzsZoE,None,White,None,None,None,Peace Helmet (Gold),None,None,T-Shirt (Blue | Rose Print),Blue,None
4368,4.5,1236,66.05,https://magiceden.io/item-details/67AWAz52C8r1bsviEYjynoKMpGko7ez7reukEAvWPsH9,None,Blue,Big Hoops (Single | Gold),Feather Wings (Silver),None,Fedora (White),None,None,T-Shirt (White | Palm Tree Print),Black,None
4382,4.5,394,72.15,https://magiceden.io/item-details/4yq2wGYrUu6ME5P96Yst4HuARAXaLJtENF6HqKpWwLMd,None,Cream,Top Hoops (Double | Gold),None,None,Fur Hat (Cream),None,Puffer Jacket Necklace Key,Puffer Jacket (Orange),Blue,None
4403,3.89,1382,71.1,https://magiceden.io/item-details/9iA2j4xEBURQkhyhf3WFcttn6hE9LePpTa2LieP7XeeA,None,Black,Lock (Gold),Feather Wings (Black),None,Fedora (Black),None,None,Hoodie (Yellow),Purple,None
4418,2.5,5361,56.19,https://magiceden.io/item-details/6ABvSe3jsGgk5SXocvoDwo2HhR8bmN9MQjeNQJ1pc83L,None,Black,None,None,None,None,Small,None,T-Shirt with Oversized Jersey (Black),Blue,None
4420,3,4872,54.73,https://magiceden.io/item-details/G24htEWG2oJ8VCSsPr9eENP4tA3v1dhTsRtzM4V8vGrY,None,Black,None,None,Happy,Oversized Beanie (Yellow),None,None,Puffer Jacket (Mint),Orange,None
4422,4,1849,66.62,https://magiceden.io/item-details/3g14rsCvQuM18tNuCYoF4DaVZpSMdWqHL76fGNwmYDmS,None,White,Top Hoops (Single | Rose Gold),None,Happy,None,Curved,Oversized Hoodie Necklace Chain (Silver),Hoodie (Black),Pink,None
4437,2,3079,77.71,https://magiceden.io/item-details/AXrqeT2os4c98mQqagKGJLcbH2mkyf8E7Xtx2zDEw1n6,None,Mint,Top Hoops (Double | Rose Gold),None,None,Snapback Backwards (Cream),None,None,Puffer Jacket (Rave Print),Grey,None
4451,2,5497,60.21,https://magiceden.io/item-details/717WtoGTRH4NArCUMggSjAUSgn8KnUBmofMszBbJjJkG,None,Cream,None,None,None,None,Big,None,Hoodie (Pink Drip Lightning Print),Black,None
4458,3.5,4984,48.92,https://magiceden.io/item-details/BUn1PX3LZCjE7WS7XEx4uZLj4LgD8oKUSe6edh3aCZpD,None,Black,Big Hoops (Double | Gold),None,None,None,Small,None,Hoodie (White),Mint,None
4475,6,3462,34.94,https://magiceden.io/item-details/7N1TXD4SeCGgYkrrncEWvsUYvtzvLZ3oKJ5XqW6cZb8Q,None,Yellow,Diamond Hoops (Double | Gold),None,X,None,Curved,None,Puffer Jacket (Yellow),White,None
4479,3,3013,68.19,https://magiceden.io/item-details/CijMixrApsQ68Ffi1qfonR2pV1fTFzFHDkXyL3advg5C,None,White,None,Feather Wings (Black),None,Dad Hat (Purple),None,None,Oversized T-Shirt (Red),Red,None
4480,4.98,4240,39.51,https://magiceden.io/item-details/DsxYnHMnAmX2YHFb3vmgtHyMJTEjRU3urPmQM2XWkhCS,None,Blue,Safety Pin (Silver),None,Happy,None,Small,None,Puffer Jacket (Sheriff Print),Blue Rubber,None
4485,3.69,4469,50.75,https://magiceden.io/item-details/6tWfrmwuwjPNkXWGA9aoDX2WiAe56YFou1tAwqGVnCFQ,None,Black,Cross (Silver),None,Beachrunner (Grey),None,Small,None,Oversized Hoodie (Black),White,None
4488,4,4401,48.14,https://magiceden.io/item-details/BWmJxsR3CWXSaj2UTqiCa6A9CSMPF77gDHxjHATfypRx,None,Mint,None,None,Square Frame (Black | Silver),None,Small,None,Lumberjack Shirt (Mint),Grey,None
4490,6,4095,30.36,https://magiceden.io/item-details/tygsEur6xr519tuarzi6oTvT7WuT7aXjiB81ik9VdJU,None,White,None,None,Normal,Dad Hat (Mint),None,None,Hoodie (Cream Drip Metal Print),Blue Rubber,None
4493,3.66,2511,65.22,https://magiceden.io/item-details/G7Anyi1vCEkvgjuVFVvGMfqY9dx6LF362GnvuWpkAjdz,None,White,None,Halo (Gold),Shutters (Black),None,Small,None,Puffer Jacket (Candy Print),Black,None
4529,3,4721,55.83,https://magiceden.io/item-details/8PMdnMTJMsdzkUZbftxvH9hi1CUwArfAVcjMkvW3AjWf,None,Mint,None,None,Retro Half Frame (Yellow),None,Small,None,Puffer Jacket with Fur (Pink),Blue,None
4544,4,1800,66.97,https://magiceden.io/item-details/FhY7z9dXSwDzsSiKemtP4cLwqkgsaYiXJkSh6HoFZHxq,None,Cream,Lock (Silver),None,Small Round (Black | Gold),Dad Hat (Cream),None,None,Oversized Hoodie (Pink),Pink,None
4563,3.2,1355,78.19,https://magiceden.io/item-details/CjGLiG5wKPEUmBTzGkCWrQBbPamd6Zvwu5NL9XGE4ieA,One Arm Backpack (Orange),Orange,None,None,None,Fur Hat (Pink),None,None,T-Shirt (Purple),White,None
4577,5,3114,47.46,https://magiceden.io/item-details/GU6wW6JfKYJZ33ecstXgjB8DJcNhnhwViQ9pFDycaCvF,None,Mint,Big Hoops (Single | Silver),None,Vintage Rimless (Blue),None,Small,None,Puffer Vest (Cream),Concrete,None
4584,6,510,56.31,https://magiceden.io/item-details/Fs1nYAxe9fwjyKrytFynbLDD7iSi7rrAw58z9dkYJEer,None,Orange,Skull (White),Dragon Wings (White),Shutters (White),None,Big,None,Denim Jacket (Blue),Black,None
4592,5,1867,56.49,https://magiceden.io/item-details/Foqhmw9eZ4oo6UKgxkDxMwZev9bucb4hYucy1BpAmMja,None,White,Cross (Silver),Dragon Wings (White),Heart (Black | Gold),None,Small,None,Oversized T-Shirt (Red),Grey,None
